folder_id,folder_title,note_id,note_url,status,revision_image_count
1m6746yC83Fv5lpJ61ttt9X8R5MWn6oz4,Haberci Nota - GÖRSELLER Revize,1zhj8vxk-wIe5sx3E8F7ehMgJf0p3MJK4,https://drive.google.com/file/d/1zhj8vxk-wIe5sx3E8F7ehMgJf0p3MJK4/view?usp=drivesdk,CREATED,2
1vZxbINHIsEmjZqum30QI2BgMEcSFzad1,Haberci nota revize,1erL6eSESrxttUzeapIbbG_Cb9NH0354B,https://drive.google.com/file/d/1erL6eSESrxttUzeapIbbG_Cb9NH0354B/view?usp=drivesdk,CREATED,3
